what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.mylyn.tasks.ui,3.8.3.v20130107-0100,"org.eclipse.mylyn.tasks.ui",1508327134383
started,bundle,org.eclipse.mylyn.team.ui,3.8.3.v20130107-0100,"org.eclipse.mylyn.team.ui",1508327134383
started,bundle,org.eclipse.team.core,3.5.101.R36x_v20110203-1036,"org.eclipse.team.core",1508327134383
started,bundle,org.eclipse.team.cvs.core,3.3.301.R36x_v20110119-0815,"org.eclipse.team.cvs.core",1508327134399
started,bundle,org.eclipse.team.cvs.ui,3.3.302.R36x_v20110203-1036,"org.eclipse.team.cvs.ui",1508327134399
started,bundle,org.eclipse.team.svn.mylyn,0.7.9.I20110318-1700,"org.eclipse.team.svn.mylyn",1508327134399
started,bundle,org.eclipse.team.ui,3.5.102.R36x_v20110203-1036,"org.eclipse.team.ui",1508327134399
started,bundle,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui",1508327134399
started,bundle,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console",1508327134399
started,bundle,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.editors",1508327134399
started,bundle,org.eclipse.ui.forms,3.5.2.r36_v20100702,"org.eclipse.ui.forms",1508327134421
started,bundle,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.ide",1508327134421
started,bundle,org.eclipse.ui.intro,3.4.0.v20100427,"org.eclipse.ui.intro",1508327134421
started,bundle,org.eclipse.ui.navigator,3.5.0.I20100601-0800,"org.eclipse.ui.navigator",1508327134421
started,bundle,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.resources",1508327134421
started,bundle,org.eclipse.ui.net,1.2.100.I20100505-1245,"org.eclipse.ui.net",1508327134421
started,bundle,org.eclipse.ui.views,3.5.1.M20110202-0800,"org.eclipse.ui.views",1508327134421
started,bundle,org.eclipse.ui.views.properties.tabbed,3.5.100.I20100509-0800,"org.eclipse.ui.views.properties.tabbed",1508327134421
started,bundle,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"org.eclipse.ui.workbench",1508327134421
started,bundle,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.workbench.texteditor",1508327134421
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1508327134421
started,bundle,org.eclipse.update.core,3.2.402.R36x_v20100629,"org.eclipse.update.core",1508327134421
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1508327134421
started,bundle,org.eclipse.wst.common.core,1.2.0.v200908252030,"org.eclipse.wst.common.core",1508327134421
started,bundle,org.eclipse.wst.common.emf,1.2.3.v201012100400,"org.eclipse.wst.common.emf",1508327134421
started,bundle,org.eclipse.wst.common.emfworkbench.integration,1.2.4.v201106210700,"org.eclipse.wst.common.emfworkbench.integration",1508327134421
started,bundle,org.eclipse.wst.common.frameworks,1.2.1.v201107271600,"org.eclipse.wst.common.frameworks",1508327134421
started,bundle,org.eclipse.wst.common.frameworks.ui,1.2.0.v201004080500,"org.eclipse.wst.common.frameworks.ui",1508327134421
started,bundle,org.eclipse.wst.common.modulecore,1.2.7.v201110060300,"org.eclipse.wst.common.modulecore",1508327134421
started,bundle,org.eclipse.wst.common.project.facet.core,1.4.300.v201111030424,"org.eclipse.wst.common.project.facet.core",1508327134421
started,bundle,org.eclipse.wst.validation,1.2.204.v201109220700,"org.eclipse.wst.validation",1508327134421
started,bundle,org.eclipse.wst.xml.core,1.1.505.v201109271810,"org.eclipse.wst.xml.core",1508327134421
started,bundle,org.jboss.tools.common,3.2.0.v20110215-1235-H25-GA,"org.jboss.tools.common",1508327134421
started,bundle,org.jboss.tools.common.model,3.2.0.v20110215-1235-H25-GA,"org.jboss.tools.common.model",1508327134421
os,sysinfo,,,"win32",1508327134421
arch,sysinfo,,,"x86_64",1508327134421
ws,sysinfo,,,"win32",1508327134421
locale,sysinfo,,,"pt_BR",1508327134421
processors,sysinfo,,,"4",1508327134421
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1508327134421
java.runtime.version,sysinfo,,,"1.6.0_45-b06",1508327134421
java.specification.name,sysinfo,,,"Java Platform API Specification",1508327134421
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1508327134421
java.specification.version,sysinfo,,,"1.6",1508327134421
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1508327134421
java.version,sysinfo,,,"1.6.0_45",1508327134421
java.vm.info,sysinfo,,,"mixed mode",1508327134421
java.vm.name,sysinfo,,,"Java HotSpot(TM) 64-Bit Server VM",1508327134421
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1508327134421
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1508327134421
java.vm.specification.version,sysinfo,,,"1.0",1508327134421
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1508327134421
java.vm.version,sysinfo,,,"20.45-b01",1508327134421
started,bundle,org.eclipse.team.svn.core,0.7.9.I20110419-1700,"org.eclipse.team.svn.core",1508327134621
started,bundle,org.eclipse.team.svn.ui,0.7.9.I20110419-1700,"org.eclipse.team.svn.ui",1508327134841
started,bundle,org.polarion.eclipse.team.svn.connector.javahl16,2.2.2.I20110124-1700,"org.polarion.eclipse.team.svn.connector.javahl16",1508327134925
started,bundle,org.polarion.eclipse.team.svn.connector.svnkit,2.2.2.I20100512-1900,"org.polarion.eclipse.team.svn.connector.svnkit",1508327134972
started,bundle,org.eclipse.team.svn.revision.graph,0.7.9.I20110318-1700,"org.eclipse.team.svn.revision.graph",1508327135057
started,bundle,org.polarion.eclipse.team.svn.connector.svnkit16,2.2.2.I20110419-1700,"org.polarion.eclipse.team.svn.connector.svnkit16",1508327135141
started,bundle,org.eclipse.mylyn.context.core,3.8.3.v20130107-0100,"org.eclipse.mylyn.context.core",1508327135257
started,bundle,it.eng.spagobi.studio.utils,4.1.0,"it.eng.spagobi.studio.utils",1508327135389
activated,view,it.eng.spagobi.studio.core,4.1.0,"it.eng.spagobi.studio.core.views.ResourceNavigator",1508327136509
started,bundle,it.eng.spagobi.commons,1.0.0,"it.eng.spagobi.commons",1508327145861
started,bundle,it.eng.spagobi.meta.model,4.1.0,"it.eng.spagobi.meta.model",1508327145877
started,bundle,org.hamcrest.core,1.1.0.v20090501071000,"org.hamcrest.core",1508327145908
started,bundle,it.eng.spagobi.meta.edit,4.1.0,"it.eng.spagobi.meta.edit",1508327146146
opened,editor,it.eng.spagobi.meta.editor,4.1.0,"it.eng.spagobi.meta.editor.multi.SpagoBIModelEditor",1508327146625
opened,editor,it.eng.spagobi.meta.editor,4.1.0,"it.eng.spagobi.meta.editor.business.BusinessModelEditor",1508327146625
opened,editor,it.eng.spagobi.meta.editor,4.1.0,"it.eng.spagobi.meta.editor.physical.PhysicalModelEditor",1508327146643
closed,view,org.eclipse.ui.views,3.5.1.M20110202-0800,"org.eclipse.ui.views.PropertySheet",1508327146663
opened,view,org.eclipse.ui.views,3.5.1.M20110202-0800,"org.eclipse.ui.views.PropertySheet",1508327146710
error,log,,,"WARNING: Prevented recursive attempt to activate part org.eclipse.ui.views.PropertySheet while still in the middle of activating part it.eng.spagobi.meta.editor.physical.PhysicalModelEditor",1508327146763
closed,view,org.eclipse.ui.views,3.5.1.M20110202-0800,"org.eclipse.ui.views.PropertySheet",1508327146848
opened,view,org.eclipse.ui.views,3.5.1.M20110202-0800,"org.eclipse.ui.views.PropertySheet",1508327146948
activated,view,org.eclipse.ui.views,3.5.1.M20110202-0800,"org.eclipse.ui.views.PropertySheet",1508327146979
started,bundle,it.eng.spagobi.meta.generator,4.1.0,"it.eng.spagobi.meta.generator",1508327148348
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1508327150651
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1508327165403
activated,view,it.eng.spagobi.studio.core,4.1.0,"it.eng.spagobi.studio.core.views.ResourceNavigator",1508327170125
started,bundle,it.eng.spagobi.server.services.api,4.1.0,"it.eng.spagobi.server.services.api",1508327174202
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1508327174271
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1508327176158
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1508327176173
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1508327178645
opened,editor,it.eng.spagobi.studio.core,4.1.0,"it.eng.spagobi.studio.core.editors.ServerEditor",1508327184844
activated,editor,it.eng.spagobi.studio.core,4.1.0,"it.eng.spagobi.studio.core.editors.ServerEditor",1508327184881
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1508327205190
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1508327206616
closed,view,org.eclipse.ui.views,3.5.1.M20110202-0800,"org.eclipse.ui.views.PropertySheet",1508327206701
opened,view,org.eclipse.ui.views,3.5.1.M20110202-0800,"org.eclipse.ui.views.PropertySheet",1508327206754
error,log,,,"WARNING: Prevented recursive attempt to activate part org.eclipse.ui.views.PropertySheet while still in the middle of activating part it.eng.spagobi.meta.editor.business.BusinessModelEditor",1508327206801
closed,editor,it.eng.spagobi.studio.core,4.1.0,"it.eng.spagobi.studio.core.editors.ServerEditor",1508327206833
activated,view,it.eng.spagobi.studio.core,4.1.0,"it.eng.spagobi.studio.core.views.ResourceNavigator",1508327208017
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1508327209356
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1508327209588
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1508327209604
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1508327215360
started,bundle,it.eng.spagobi.meta.querybuilder,4.1.0,"it.eng.spagobi.meta.querybuilder",1508327217812
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1508327218429
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1508327218714
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1508327218730
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1508327218983
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1508327219033
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1508327221246
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1508327221268
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1508327221569
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1508327221600
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1508327224072
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1508327224103
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1508327224892
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1508327224908
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1508327226010
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1508327227243
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1508327236593
activated,perspective,it.eng.spagobi.studio.core,,"it.eng.spagobi.studio.core.perspectives.SpagoBIPerspective",1508935936012
started,bundle,org.eclipse.osgi,3.6.2.R36x_v20110210,"org.eclipse.osgi",1508935936013
started,bundle,org.eclipse.equinox.simpleconfigurator,1.0.200.v20100503,"org.eclipse.equinox.simpleconfigurator",1508935936014
started,bundle,com.ibm.icu,4.2.1.v20100412,"com.ibm.icu",1508935936028
started,bundle,com.teradata.datatools.dtp.catalog,13.11.0.201105251120,"com.teradata.datatools.dtp.catalog",1508935936028
started,bundle,com.teradata.datatools.util,13.11.0.201105251120,"com.teradata.datatools.util",1508935936029
started,bundle,com.teradata.datatools.util.logging,13.0.0.201105251120,"com.teradata.datatools.util.logging",1508935936029
started,bundle,it.eng.spagobi.meta.editor,4.1.0,"it.eng.spagobi.meta.editor",1508935936029
started,bundle,it.eng.spagobi.studio.core,4.1.0,"it.eng.spagobi.studio.core",1508935936029
started,bundle,org.eclipse.birt.report.data.oda.jdbc.dbprofile.sampledb,4.2.1.v20120820,"org.eclipse.birt.report.data.oda.jdbc.dbprofile.sampledb",1508935936029
started,bundle,org.eclipse.core.contenttype,3.4.100.v20100505-1235,"org.eclipse.core.contenttype",1508935936029
started,bundle,org.eclipse.core.databinding.observable,1.3.0.I20100601-0800,"org.eclipse.core.databinding.observable",1508935936045
started,bundle,org.eclipse.core.expressions,3.4.200.v20100505,"org.eclipse.core.expressions",1508935936045
started,bundle,org.eclipse.core.filebuffers,3.5.100.v20100520-0800,"org.eclipse.core.filebuffers",1508935936045
started,bundle,org.eclipse.core.filesystem,1.3.1.R36x_v20100727-0745,"org.eclipse.core.filesystem",1508935936045
started,bundle,org.eclipse.core.jobs,3.5.1.R36x_v20100824,"org.eclipse.core.jobs",1508935936061
started,bundle,org.eclipse.core.net,1.2.100.I20100511-0800,"org.eclipse.core.net",1508935936061
started,bundle,org.eclipse.core.resources,3.6.1.R36x_v20110131-1630,"org.eclipse.core.resources",1508935936061
started,bundle,org.eclipse.core.runtime,3.6.0.v20100505,"org.eclipse.core.runtime",1508935936061
started,bundle,org.eclipse.core.runtime.compatibility,3.2.100.v20100505,"org.eclipse.core.runtime.compatibility",1508935936075
started,bundle,org.eclipse.core.runtime.compatibility.auth,3.2.200.v20100517,"org.eclipse.core.runtime.compatibility.auth",1508935936086
started,bundle,org.eclipse.datatools.connectivity,1.2.7.v201302060508,"org.eclipse.datatools.connectivity",1508935936086
started,bundle,org.eclipse.datatools.connectivity.apache.derby,1.0.103.v201212070447,"org.eclipse.datatools.connectivity.apache.derby",1508935936086
started,bundle,org.eclipse.datatools.connectivity.sqm.core,1.2.6.v201212070447,"org.eclipse.datatools.connectivity.sqm.core",1508935936086
started,bundle,org.eclipse.datatools.connectivity.sqm.core.ui,1.2.3.v201212070447,"org.eclipse.datatools.connectivity.sqm.core.ui",1508935936086
started,bundle,org.eclipse.datatools.connectivity.sqm.server.ui,1.1.101.v201212070447,"org.eclipse.datatools.connectivity.sqm.server.ui",1508935936086
started,bundle,org.eclipse.datatools.connectivity.ui,1.2.4.v201212070447,"org.eclipse.datatools.connectivity.ui",1508935936086
started,bundle,org.eclipse.datatools.connectivity.ui.dse,1.1.5.v201212070447,"org.eclipse.datatools.connectivity.ui.dse",1508935936086
started,bundle,org.eclipse.datatools.enablement.ingres,1.0.0.v200906111150,"org.eclipse.datatools.enablement.ingres",1508935936086
started,bundle,org.eclipse.datatools.enablement.ingres.ui,1.0.0.v201105270214,"org.eclipse.datatools.enablement.ingres.ui",1508935936086
started,bundle,org.eclipse.datatools.enablement.msft.sqlserver,1.0.2.v201212120617,"org.eclipse.datatools.enablement.msft.sqlserver",1508935936086
started,bundle,org.eclipse.datatools.enablement.mysql,1.0.4.v201212120617,"org.eclipse.datatools.enablement.mysql",1508935936087
started,bundle,org.eclipse.datatools.enablement.postgresql,1.1.1.v201205252207,"org.eclipse.datatools.enablement.postgresql",1508935936087
started,bundle,org.eclipse.datatools.enablement.sqlite,1.0.0.v201002041100,"org.eclipse.datatools.enablement.sqlite",1508935936087
started,bundle,org.eclipse.datatools.enablement.sybase,1.0.1.v201107221507,"org.eclipse.datatools.enablement.sybase",1508935936087
started,bundle,org.eclipse.datatools.enablement.sybase.asa,1.0.2.v201212120618,"org.eclipse.datatools.enablement.sybase.asa",1508935936087
started,bundle,org.eclipse.datatools.enablement.sybase.ase,1.0.3.v201212120618,"org.eclipse.datatools.enablement.sybase.ase",1508935936087
started,bundle,org.eclipse.datatools.modelbase.sql,1.0.6.v201208230744,"org.eclipse.datatools.modelbase.sql",1508935936087
started,bundle,org.eclipse.emf.common,2.8.0.v20130125-0546,"org.eclipse.emf.common",1508935936088
started,bundle,org.eclipse.emf.common.ui,2.7.0.v20130125-0826,"org.eclipse.emf.common.ui",1508935936088
started,bundle,org.eclipse.emf.ecore,2.8.3.v20130125-0546,"org.eclipse.emf.ecore",1508935936088
started,bundle,org.eclipse.emf.ecore.xmi,2.8.1.v20130125-0546,"org.eclipse.emf.ecore.xmi",1508935936088
started,bundle,org.eclipse.emf.edit,2.8.0.v20130125-0826,"org.eclipse.emf.edit",1508935936088
started,bundle,org.eclipse.emf.edit.ui,2.8.0.v20130125-0826,"org.eclipse.emf.edit.ui",1508935936088
started,bundle,org.eclipse.epp.usagedata.gathering,1.3.1.R201102081640,"org.eclipse.epp.usagedata.gathering",1508935936088
started,bundle,org.eclipse.epp.usagedata.recording,1.3.1.R201102081640,"org.eclipse.epp.usagedata.recording",1508935936089
started,bundle,org.eclipse.equinox.app,1.3.1.R36x_v20100803,"org.eclipse.equinox.app",1508935936089
started,bundle,org.eclipse.equinox.common,3.6.0.v20100503,"org.eclipse.equinox.common",1508935936089
started,bundle,org.eclipse.equinox.ds,1.2.1.R36x_v20100803,"org.eclipse.equinox.ds",1508935936090
started,bundle,org.eclipse.equinox.p2.core,2.0.3.R36x_v20110111,"org.eclipse.equinox.p2.core",1508935936099
started,bundle,org.eclipse.equinox.p2.engine,2.0.1.R36x_v20110201,"org.eclipse.equinox.p2.engine",1508935936099
started,bundle,org.eclipse.equinox.p2.metadata,2.0.1.R36x_v20101202,"org.eclipse.equinox.p2.metadata",1508935936116
started,bundle,org.eclipse.equinox.p2.metadata.repository,1.1.0.v20100513,"org.eclipse.equinox.p2.metadata.repository",1508935936116
started,bundle,org.eclipse.equinox.p2.operations,2.0.0.v20100510,"org.eclipse.equinox.p2.operations",1508935936122
started,bundle,org.eclipse.equinox.p2.repository,2.0.2.R36x_v20110111-1500,"org.eclipse.equinox.p2.repository",1508935936128
started,bundle,org.eclipse.equinox.p2.ui.sdk.scheduler,1.0.0.v20100507-1815,"org.eclipse.equinox.p2.ui.sdk.scheduler",1508935936128
started,bundle,org.eclipse.equinox.p2.updatechecker,1.1.101.R36x_v20100823,"org.eclipse.equinox.p2.updatechecker",1508935936141
started,bundle,org.eclipse.equinox.preferences,3.3.0.v20100503,"org.eclipse.equinox.preferences",1508935936141
started,bundle,org.eclipse.equinox.registry,3.5.0.v20100503,"org.eclipse.equinox.registry",1508935936141
started,bundle,org.eclipse.equinox.security,1.0.200.v20100503,"org.eclipse.equinox.security",1508935936141
started,bundle,org.eclipse.equinox.util,1.0.200.v20100503,"org.eclipse.equinox.util",1508935936142
started,bundle,org.eclipse.help,3.5.0.v20100524,"org.eclipse.help",1508935936142
started,bundle,org.eclipse.jdt.core,3.6.2.v_A76_R36x,"org.eclipse.jdt.core",1508935936142
started,bundle,org.eclipse.jdt.core.manipulation,1.3.0.v20100520-0800,"org.eclipse.jdt.core.manipulation",1508935936142
started,bundle,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui",1508935936142
started,bundle,org.eclipse.jem,2.0.402.v201106132000,"org.eclipse.jem",1508935936142
started,bundle,org.eclipse.jem.util,2.1.3.v201012070000,"org.eclipse.jem.util",1508935936142
started,bundle,org.eclipse.jface,3.6.2.M20110210-1200,"org.eclipse.jface",1508935936152
started,bundle,org.eclipse.jsch.core,1.1.200.I20100505-1245,"org.eclipse.jsch.core",1508935936152
started,bundle,org.eclipse.jst.common.project.facet.core,1.4.102.v201008182136,"org.eclipse.jst.common.project.facet.core",1508935936153
started,bundle,org.eclipse.jst.j2ee,1.1.406.v201110130300,"org.eclipse.jst.j2ee",1508935936153
started,bundle,org.eclipse.jst.j2ee.core,1.2.7.v201110060300,"org.eclipse.jst.j2ee.core",1508935936153
started,bundle,org.eclipse.jst.j2ee.navigator.ui,1.1.403.v201012020600,"org.eclipse.jst.j2ee.navigator.ui",1508935936153
started,bundle,org.eclipse.jst.j2ee.ui,1.1.404.v201101122300,"org.eclipse.jst.j2ee.ui",1508935936153
started,bundle,org.eclipse.jst.jee.ui,1.0.304.v201101272100,"org.eclipse.jst.jee.ui",1508935936153
started,bundle,org.eclipse.jst.ws.jaxrs.core,1.0.201.v201011231540,"org.eclipse.jst.ws.jaxrs.core",1508935936153
started,bundle,org.eclipse.jst.ws.jaxws.utils,1.0.0.v201004171919,"org.eclipse.jst.ws.jaxws.utils",1508935936153
started,bundle,org.eclipse.mylyn.bugzilla.core,3.8.3.v20130107-0100,"org.eclipse.mylyn.bugzilla.core",1508935936153
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.8.3.v20130107-0100,"org.eclipse.mylyn.bugzilla.ui",1508935936153
started,bundle,org.eclipse.mylyn.commons.core,3.8.3.v20130107-0100,"org.eclipse.mylyn.commons.core",1508935936153
started,bundle,org.eclipse.mylyn.commons.net,3.8.3.v20130107-0100,"org.eclipse.mylyn.commons.net",1508935936153
started,bundle,org.eclipse.mylyn.commons.notifications.core,1.0.3.v20130107-0100,"org.eclipse.mylyn.commons.notifications.core",1508935936154
started,bundle,org.eclipse.mylyn.commons.notifications.feed,1.0.3.v20130107-0100,"org.eclipse.mylyn.commons.notifications.feed",1508935936155
started,bundle,org.eclipse.mylyn.commons.ui,3.8.3.v20130107-0100,"org.eclipse.mylyn.commons.ui",1508935936155
started,bundle,org.eclipse.mylyn.commons.workbench,3.8.3.v20130107-0100,"org.eclipse.mylyn.commons.workbench",1508935936156
started,bundle,org.eclipse.mylyn.monitor.ui,3.8.3.v20130107-0100,"org.eclipse.mylyn.monitor.ui",1508935936156
started,bundle,org.eclipse.mylyn.tasks.ui,3.8.3.v20130107-0100,"org.eclipse.mylyn.tasks.ui",1508935936156
started,bundle,org.eclipse.mylyn.team.ui,3.8.3.v20130107-0100,"org.eclipse.mylyn.team.ui",1508935936156
started,bundle,org.eclipse.team.core,3.5.101.R36x_v20110203-1036,"org.eclipse.team.core",1508935936156
started,bundle,org.eclipse.team.cvs.core,3.3.301.R36x_v20110119-0815,"org.eclipse.team.cvs.core",1508935936156
started,bundle,org.eclipse.team.cvs.ui,3.3.302.R36x_v20110203-1036,"org.eclipse.team.cvs.ui",1508935936156
started,bundle,org.eclipse.team.svn.mylyn,0.7.9.I20110318-1700,"org.eclipse.team.svn.mylyn",1508935936156
started,bundle,org.eclipse.team.ui,3.5.102.R36x_v20110203-1036,"org.eclipse.team.ui",1508935936156
started,bundle,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui",1508935936156
started,bundle,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console",1508935936156
started,bundle,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.editors",1508935936156
started,bundle,org.eclipse.ui.forms,3.5.2.r36_v20100702,"org.eclipse.ui.forms",1508935936168
started,bundle,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.ide",1508935936168
started,bundle,org.eclipse.ui.intro,3.4.0.v20100427,"org.eclipse.ui.intro",1508935936168
started,bundle,org.eclipse.ui.navigator,3.5.0.I20100601-0800,"org.eclipse.ui.navigator",1508935936168
