what,kind,bundleId,bundleVersion,description,time
started,bundle,org.hamcrest.core,1.1.0.v20090501071000,"org.hamcrest.core",1508324725988
started,bundle,it.eng.spagobi.meta.edit,4.1.0,"it.eng.spagobi.meta.edit",1508324727356
opened,editor,it.eng.spagobi.meta.editor,4.1.0,"it.eng.spagobi.meta.editor.multi.SpagoBIModelEditor",1508324728405
opened,editor,it.eng.spagobi.meta.editor,4.1.0,"it.eng.spagobi.meta.editor.business.BusinessModelEditor",1508324728405
opened,editor,it.eng.spagobi.meta.editor,4.1.0,"it.eng.spagobi.meta.editor.physical.PhysicalModelEditor",1508324728405
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1508324728509
closed,view,org.eclipse.ui.views,3.5.1.M20110202-0800,"org.eclipse.ui.views.PropertySheet",1508324728543
opened,view,org.eclipse.ui.views,3.5.1.M20110202-0800,"org.eclipse.ui.views.PropertySheet",1508324728659
activated,view,org.eclipse.ui.views,3.5.1.M20110202-0800,"org.eclipse.ui.views.PropertySheet",1508324728706
closed,view,org.eclipse.ui.views,3.5.1.M20110202-0800,"org.eclipse.ui.views.PropertySheet",1508324733463
opened,view,org.eclipse.ui.views,3.5.1.M20110202-0800,"org.eclipse.ui.views.PropertySheet",1508324733547
activated,view,org.eclipse.ui.views,3.5.1.M20110202-0800,"org.eclipse.ui.views.PropertySheet",1508324733595
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1508324777787
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1508324777903
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.saveAll",1508324777935
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1508324786859
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1508324801764
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1508324811170
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1508324816417
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1508324820040
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1508324834632
closed,view,org.eclipse.ui.views,3.5.1.M20110202-0800,"org.eclipse.ui.views.PropertySheet",1508324848813
opened,view,org.eclipse.ui.views,3.5.1.M20110202-0800,"org.eclipse.ui.views.PropertySheet",1508324848882
activated,view,org.eclipse.ui.views,3.5.1.M20110202-0800,"org.eclipse.ui.views.PropertySheet",1508324848929
closed,view,org.eclipse.ui.views,3.5.1.M20110202-0800,"org.eclipse.ui.views.PropertySheet",1508324853323
opened,view,org.eclipse.ui.views,3.5.1.M20110202-0800,"org.eclipse.ui.views.PropertySheet",1508324853392
activated,view,org.eclipse.ui.views,3.5.1.M20110202-0800,"org.eclipse.ui.views.PropertySheet",1508324853455
started,bundle,it.eng.spagobi.meta.generator,4.1.0,"it.eng.spagobi.meta.generator",1508324858332
closed,view,org.eclipse.ui.views,3.5.1.M20110202-0800,"org.eclipse.ui.views.PropertySheet",1508324862044
opened,view,org.eclipse.ui.views,3.5.1.M20110202-0800,"org.eclipse.ui.views.PropertySheet",1508324862112
activated,view,org.eclipse.ui.views,3.5.1.M20110202-0800,"org.eclipse.ui.views.PropertySheet",1508324862175
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1508324863899
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1508324863962
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.saveAll",1508324864000
closed,view,org.eclipse.ui.views,3.5.1.M20110202-0800,"org.eclipse.ui.views.PropertySheet",1508324866051
opened,view,org.eclipse.ui.views,3.5.1.M20110202-0800,"org.eclipse.ui.views.PropertySheet",1508324866120
activated,view,org.eclipse.ui.views,3.5.1.M20110202-0800,"org.eclipse.ui.views.PropertySheet",1508324866187
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1508324892019
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1508324930999
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1508324935724
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1508324946075
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1508324948664
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1508324961634
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1508324963151
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1508324963214
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.saveAll",1508324963252
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1508324977542
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1508324984675
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.navigate.collapseAll",1508324984711
activated,view,it.eng.spagobi.studio.core,4.1.0,"it.eng.spagobi.studio.core.views.ResourceNavigator",1508324990940
started,bundle,it.eng.spagobi.meta.querybuilder,4.1.0,"it.eng.spagobi.meta.querybuilder",1508324995629
started,bundle,it.eng.spagobi.server.services.api,4.1.0,"it.eng.spagobi.server.services.api",1508324997055
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1508324997071
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1508325601253
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1508325601300
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1508325747382
closed,view,org.eclipse.ui.views,3.5.1.M20110202-0800,"org.eclipse.ui.views.PropertySheet",1508325749506
opened,view,org.eclipse.ui.views,3.5.1.M20110202-0800,"org.eclipse.ui.views.PropertySheet",1508325749670
activated,view,org.eclipse.ui.views,3.5.1.M20110202-0800,"org.eclipse.ui.views.PropertySheet",1508325749739
activated,perspective,it.eng.spagobi.studio.core,,"it.eng.spagobi.studio.core.perspectives.SpagoBIPerspective",1508326295626
started,bundle,org.eclipse.osgi,3.6.2.R36x_v20110210,"org.eclipse.osgi",1508326295626
started,bundle,org.eclipse.equinox.simpleconfigurator,1.0.200.v20100503,"org.eclipse.equinox.simpleconfigurator",1508326295626
started,bundle,com.ibm.icu,4.2.1.v20100412,"com.ibm.icu",1508326295626
started,bundle,com.teradata.datatools.dtp.catalog,13.11.0.201105251120,"com.teradata.datatools.dtp.catalog",1508326295626
started,bundle,com.teradata.datatools.util,13.11.0.201105251120,"com.teradata.datatools.util",1508326295626
started,bundle,com.teradata.datatools.util.logging,13.0.0.201105251120,"com.teradata.datatools.util.logging",1508326295626
started,bundle,it.eng.spagobi.meta.editor,4.1.0,"it.eng.spagobi.meta.editor",1508326295626
started,bundle,it.eng.spagobi.studio.core,4.1.0,"it.eng.spagobi.studio.core",1508326295626
started,bundle,org.eclipse.birt.report.data.oda.jdbc.dbprofile.sampledb,4.2.1.v20120820,"org.eclipse.birt.report.data.oda.jdbc.dbprofile.sampledb",1508326295626
started,bundle,org.eclipse.core.contenttype,3.4.100.v20100505-1235,"org.eclipse.core.contenttype",1508326295626
started,bundle,org.eclipse.core.databinding.observable,1.3.0.I20100601-0800,"org.eclipse.core.databinding.observable",1508326295694
started,bundle,org.eclipse.core.expressions,3.4.200.v20100505,"org.eclipse.core.expressions",1508326295694
started,bundle,org.eclipse.core.filebuffers,3.5.100.v20100520-0800,"org.eclipse.core.filebuffers",1508326295694
started,bundle,org.eclipse.core.filesystem,1.3.1.R36x_v20100727-0745,"org.eclipse.core.filesystem",1508326295694
started,bundle,org.eclipse.core.jobs,3.5.1.R36x_v20100824,"org.eclipse.core.jobs",1508326295694
started,bundle,org.eclipse.core.net,1.2.100.I20100511-0800,"org.eclipse.core.net",1508326295694
started,bundle,org.eclipse.core.resources,3.6.1.R36x_v20110131-1630,"org.eclipse.core.resources",1508326295694
started,bundle,org.eclipse.core.runtime,3.6.0.v20100505,"org.eclipse.core.runtime",1508326295694
started,bundle,org.eclipse.core.runtime.compatibility,3.2.100.v20100505,"org.eclipse.core.runtime.compatibility",1508326295742
started,bundle,org.eclipse.core.runtime.compatibility.auth,3.2.200.v20100517,"org.eclipse.core.runtime.compatibility.auth",1508326295743
started,bundle,org.eclipse.datatools.connectivity,1.2.7.v201302060508,"org.eclipse.datatools.connectivity",1508326295743
started,bundle,org.eclipse.datatools.connectivity.apache.derby,1.0.103.v201212070447,"org.eclipse.datatools.connectivity.apache.derby",1508326295743
started,bundle,org.eclipse.datatools.connectivity.sqm.core,1.2.6.v201212070447,"org.eclipse.datatools.connectivity.sqm.core",1508326295743
started,bundle,org.eclipse.datatools.connectivity.sqm.core.ui,1.2.3.v201212070447,"org.eclipse.datatools.connectivity.sqm.core.ui",1508326295743
started,bundle,org.eclipse.datatools.connectivity.sqm.server.ui,1.1.101.v201212070447,"org.eclipse.datatools.connectivity.sqm.server.ui",1508326295743
started,bundle,org.eclipse.datatools.connectivity.ui,1.2.4.v201212070447,"org.eclipse.datatools.connectivity.ui",1508326295743
started,bundle,org.eclipse.datatools.connectivity.ui.dse,1.1.5.v201212070447,"org.eclipse.datatools.connectivity.ui.dse",1508326295743
started,bundle,org.eclipse.datatools.enablement.ingres,1.0.0.v200906111150,"org.eclipse.datatools.enablement.ingres",1508326295743
started,bundle,org.eclipse.datatools.enablement.ingres.ui,1.0.0.v201105270214,"org.eclipse.datatools.enablement.ingres.ui",1508326295743
started,bundle,org.eclipse.datatools.enablement.msft.sqlserver,1.0.2.v201212120617,"org.eclipse.datatools.enablement.msft.sqlserver",1508326295743
started,bundle,org.eclipse.datatools.enablement.mysql,1.0.4.v201212120617,"org.eclipse.datatools.enablement.mysql",1508326295743
started,bundle,org.eclipse.datatools.enablement.postgresql,1.1.1.v201205252207,"org.eclipse.datatools.enablement.postgresql",1508326295743
started,bundle,org.eclipse.datatools.enablement.sqlite,1.0.0.v201002041100,"org.eclipse.datatools.enablement.sqlite",1508326295743
started,bundle,org.eclipse.datatools.enablement.sybase,1.0.1.v201107221507,"org.eclipse.datatools.enablement.sybase",1508326295743
started,bundle,org.eclipse.datatools.enablement.sybase.asa,1.0.2.v201212120618,"org.eclipse.datatools.enablement.sybase.asa",1508326295743
started,bundle,org.eclipse.datatools.enablement.sybase.ase,1.0.3.v201212120618,"org.eclipse.datatools.enablement.sybase.ase",1508326295743
started,bundle,org.eclipse.datatools.modelbase.sql,1.0.6.v201208230744,"org.eclipse.datatools.modelbase.sql",1508326295743
started,bundle,org.eclipse.emf.common,2.8.0.v20130125-0546,"org.eclipse.emf.common",1508326295744
started,bundle,org.eclipse.emf.common.ui,2.7.0.v20130125-0826,"org.eclipse.emf.common.ui",1508326295744
started,bundle,org.eclipse.emf.ecore,2.8.3.v20130125-0546,"org.eclipse.emf.ecore",1508326295744
started,bundle,org.eclipse.emf.ecore.xmi,2.8.1.v20130125-0546,"org.eclipse.emf.ecore.xmi",1508326295744
started,bundle,org.eclipse.emf.edit,2.8.0.v20130125-0826,"org.eclipse.emf.edit",1508326295744
started,bundle,org.eclipse.emf.edit.ui,2.8.0.v20130125-0826,"org.eclipse.emf.edit.ui",1508326295744
started,bundle,org.eclipse.epp.usagedata.gathering,1.3.1.R201102081640,"org.eclipse.epp.usagedata.gathering",1508326295745
started,bundle,org.eclipse.epp.usagedata.recording,1.3.1.R201102081640,"org.eclipse.epp.usagedata.recording",1508326295745
started,bundle,org.eclipse.equinox.app,1.3.1.R36x_v20100803,"org.eclipse.equinox.app",1508326295745
started,bundle,org.eclipse.equinox.common,3.6.0.v20100503,"org.eclipse.equinox.common",1508326295745
started,bundle,org.eclipse.equinox.ds,1.2.1.R36x_v20100803,"org.eclipse.equinox.ds",1508326295746
started,bundle,org.eclipse.equinox.p2.core,2.0.3.R36x_v20110111,"org.eclipse.equinox.p2.core",1508326295746
started,bundle,org.eclipse.equinox.p2.engine,2.0.1.R36x_v20110201,"org.eclipse.equinox.p2.engine",1508326295746
started,bundle,org.eclipse.equinox.p2.metadata,2.0.1.R36x_v20101202,"org.eclipse.equinox.p2.metadata",1508326295781
started,bundle,org.eclipse.equinox.p2.metadata.repository,1.1.0.v20100513,"org.eclipse.equinox.p2.metadata.repository",1508326295781
started,bundle,org.eclipse.equinox.p2.operations,2.0.0.v20100510,"org.eclipse.equinox.p2.operations",1508326295828
started,bundle,org.eclipse.equinox.p2.repository,2.0.2.R36x_v20110111-1500,"org.eclipse.equinox.p2.repository",1508326295845
started,bundle,org.eclipse.equinox.p2.ui.sdk.scheduler,1.0.0.v20100507-1815,"org.eclipse.equinox.p2.ui.sdk.scheduler",1508326295846
started,bundle,org.eclipse.equinox.p2.updatechecker,1.1.101.R36x_v20100823,"org.eclipse.equinox.p2.updatechecker",1508326295878
started,bundle,org.eclipse.equinox.preferences,3.3.0.v20100503,"org.eclipse.equinox.preferences",1508326295878
started,bundle,org.eclipse.equinox.registry,3.5.0.v20100503,"org.eclipse.equinox.registry",1508326295878
started,bundle,org.eclipse.equinox.security,1.0.200.v20100503,"org.eclipse.equinox.security",1508326295878
started,bundle,org.eclipse.equinox.util,1.0.200.v20100503,"org.eclipse.equinox.util",1508326295878
started,bundle,org.eclipse.help,3.5.0.v20100524,"org.eclipse.help",1508326295878
started,bundle,org.eclipse.jdt.core,3.6.2.v_A76_R36x,"org.eclipse.jdt.core",1508326295878
started,bundle,org.eclipse.jdt.core.manipulation,1.3.0.v20100520-0800,"org.eclipse.jdt.core.manipulation",1508326295878
started,bundle,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui",1508326295878
started,bundle,org.eclipse.jem,2.0.402.v201106132000,"org.eclipse.jem",1508326295878
started,bundle,org.eclipse.jem.util,2.1.3.v201012070000,"org.eclipse.jem.util",1508326295878
started,bundle,org.eclipse.jface,3.6.2.M20110210-1200,"org.eclipse.jface",1508326295878
started,bundle,org.eclipse.jsch.core,1.1.200.I20100505-1245,"org.eclipse.jsch.core",1508326295878
started,bundle,org.eclipse.jst.common.project.facet.core,1.4.102.v201008182136,"org.eclipse.jst.common.project.facet.core",1508326295878
started,bundle,org.eclipse.jst.j2ee,1.1.406.v201110130300,"org.eclipse.jst.j2ee",1508326295878
started,bundle,org.eclipse.jst.j2ee.core,1.2.7.v201110060300,"org.eclipse.jst.j2ee.core",1508326295878
started,bundle,org.eclipse.jst.j2ee.navigator.ui,1.1.403.v201012020600,"org.eclipse.jst.j2ee.navigator.ui",1508326295878
started,bundle,org.eclipse.jst.j2ee.ui,1.1.404.v201101122300,"org.eclipse.jst.j2ee.ui",1508326295878
started,bundle,org.eclipse.jst.jee.ui,1.0.304.v201101272100,"org.eclipse.jst.jee.ui",1508326295878
started,bundle,org.eclipse.jst.ws.jaxrs.core,1.0.201.v201011231540,"org.eclipse.jst.ws.jaxrs.core",1508326295878
started,bundle,org.eclipse.jst.ws.jaxws.utils,1.0.0.v201004171919,"org.eclipse.jst.ws.jaxws.utils",1508326295878
started,bundle,org.eclipse.mylyn.bugzilla.core,3.8.3.v20130107-0100,"org.eclipse.mylyn.bugzilla.core",1508326295878
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.8.3.v20130107-0100,"org.eclipse.mylyn.bugzilla.ui",1508326295878
started,bundle,org.eclipse.mylyn.commons.core,3.8.3.v20130107-0100,"org.eclipse.mylyn.commons.core",1508326295878
started,bundle,org.eclipse.mylyn.commons.net,3.8.3.v20130107-0100,"org.eclipse.mylyn.commons.net",1508326295878
started,bundle,org.eclipse.mylyn.commons.notifications.core,1.0.3.v20130107-0100,"org.eclipse.mylyn.commons.notifications.core",1508326295878
started,bundle,org.eclipse.mylyn.commons.notifications.feed,1.0.3.v20130107-0100,"org.eclipse.mylyn.commons.notifications.feed",1508326295878
started,bundle,org.eclipse.mylyn.commons.ui,3.8.3.v20130107-0100,"org.eclipse.mylyn.commons.ui",1508326295878
started,bundle,org.eclipse.mylyn.commons.workbench,3.8.3.v20130107-0100,"org.eclipse.mylyn.commons.workbench",1508326295878
started,bundle,org.eclipse.mylyn.monitor.ui,3.8.3.v20130107-0100,"org.eclipse.mylyn.monitor.ui",1508326295878
started,bundle,org.eclipse.mylyn.tasks.ui,3.8.3.v20130107-0100,"org.eclipse.mylyn.tasks.ui",1508326295878
started,bundle,org.eclipse.mylyn.team.ui,3.8.3.v20130107-0100,"org.eclipse.mylyn.team.ui",1508326295878
started,bundle,org.eclipse.team.core,3.5.101.R36x_v20110203-1036,"org.eclipse.team.core",1508326295878
started,bundle,org.eclipse.team.cvs.core,3.3.301.R36x_v20110119-0815,"org.eclipse.team.cvs.core",1508326295878
started,bundle,org.eclipse.team.svn.mylyn,0.7.9.I20110318-1700,"org.eclipse.team.svn.mylyn",1508326295878
started,bundle,org.eclipse.team.ui,3.5.102.R36x_v20110203-1036,"org.eclipse.team.ui",1508326295878
started,bundle,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui",1508326295878
started,bundle,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console",1508326295878
started,bundle,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.editors",1508326295878
started,bundle,org.eclipse.ui.forms,3.5.2.r36_v20100702,"org.eclipse.ui.forms",1508326295909
started,bundle,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.ide",1508326295909
started,bundle,org.eclipse.ui.intro,3.4.0.v20100427,"org.eclipse.ui.intro",1508326295909
started,bundle,org.eclipse.ui.navigator,3.5.0.I20100601-0800,"org.eclipse.ui.navigator",1508326295909
started,bundle,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.resources",1508326295909
started,bundle,org.eclipse.ui.net,1.2.100.I20100505-1245,"org.eclipse.ui.net",1508326295909
started,bundle,org.eclipse.ui.views,3.5.1.M20110202-0800,"org.eclipse.ui.views",1508326295909
started,bundle,org.eclipse.ui.views.properties.tabbed,3.5.100.I20100509-0800,"org.eclipse.ui.views.properties.tabbed",1508326295909
started,bundle,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"org.eclipse.ui.workbench",1508326295909
started,bundle,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.workbench.texteditor",1508326295909
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1508326295909
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1508326295909
started,bundle,org.eclipse.wst.common.core,1.2.0.v200908252030,"org.eclipse.wst.common.core",1508326295909
started,bundle,org.eclipse.wst.common.emf,1.2.3.v201012100400,"org.eclipse.wst.common.emf",1508326295909
started,bundle,org.eclipse.wst.common.emfworkbench.integration,1.2.4.v201106210700,"org.eclipse.wst.common.emfworkbench.integration",1508326295909
started,bundle,org.eclipse.wst.common.frameworks,1.2.1.v201107271600,"org.eclipse.wst.common.frameworks",1508326295909
started,bundle,org.eclipse.wst.common.frameworks.ui,1.2.0.v201004080500,"org.eclipse.wst.common.frameworks.ui",1508326295909
started,bundle,org.eclipse.wst.common.modulecore,1.2.7.v201110060300,"org.eclipse.wst.common.modulecore",1508326295909
started,bundle,org.eclipse.wst.common.project.facet.core,1.4.300.v201111030424,"org.eclipse.wst.common.project.facet.core",1508326295909
started,bundle,org.eclipse.wst.validation,1.2.204.v201109220700,"org.eclipse.wst.validation",1508326295909
started,bundle,org.eclipse.wst.xml.core,1.1.505.v201109271810,"org.eclipse.wst.xml.core",1508326295909
os,sysinfo,,,"win32",1508326295909
arch,sysinfo,,,"x86_64",1508326295909
ws,sysinfo,,,"win32",1508326295909
locale,sysinfo,,,"pt_BR",1508326295909
processors,sysinfo,,,"4",1508326295909
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1508326295909
java.runtime.version,sysinfo,,,"1.6.0_45-b06",1508326295909
java.specification.name,sysinfo,,,"Java Platform API Specification",1508326295909
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1508326295909
java.specification.version,sysinfo,,,"1.6",1508326295909
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1508326295909
java.version,sysinfo,,,"1.6.0_45",1508326295909
java.vm.info,sysinfo,,,"mixed mode",1508326295909
java.vm.name,sysinfo,,,"Java HotSpot(TM) 64-Bit Server VM",1508326295909
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1508326295909
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1508326295909
java.vm.specification.version,sysinfo,,,"1.0",1508326295909
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1508326295909
java.vm.version,sysinfo,,,"20.45-b01",1508326295909
started,bundle,org.eclipse.update.core,3.2.402.R36x_v20100629,"org.eclipse.update.core",1508326295925
started,bundle,org.eclipse.team.cvs.ui,3.3.302.R36x_v20110203-1036,"org.eclipse.team.cvs.ui",1508326295947
started,bundle,org.jboss.tools.common,3.2.0.v20110215-1235-H25-GA,"org.jboss.tools.common",1508326296078
started,bundle,org.jboss.tools.common.model,3.2.0.v20110215-1235-H25-GA,"org.jboss.tools.common.model",1508326296247
started,bundle,org.eclipse.team.svn.core,0.7.9.I20110419-1700,"org.eclipse.team.svn.core",1508326296298
started,bundle,org.eclipse.team.svn.ui,0.7.9.I20110419-1700,"org.eclipse.team.svn.ui",1508326296446
started,bundle,org.polarion.eclipse.team.svn.connector.javahl16,2.2.2.I20110124-1700,"org.polarion.eclipse.team.svn.connector.javahl16",1508326296501
started,bundle,org.polarion.eclipse.team.svn.connector.svnkit,2.2.2.I20100512-1900,"org.polarion.eclipse.team.svn.connector.svnkit",1508326296541
started,bundle,org.polarion.eclipse.team.svn.connector.svnkit16,2.2.2.I20110419-1700,"org.polarion.eclipse.team.svn.connector.svnkit16",1508326296593
started,bundle,org.eclipse.mylyn.context.core,3.8.3.v20130107-0100,"org.eclipse.mylyn.context.core",1508326296662
started,bundle,org.eclipse.team.svn.revision.graph,0.7.9.I20110318-1700,"org.eclipse.team.svn.revision.graph",1508326296778
started,bundle,it.eng.spagobi.studio.utils,4.1.0,"it.eng.spagobi.studio.utils",1508326296962
activated,view,it.eng.spagobi.studio.core,4.1.0,"it.eng.spagobi.studio.core.views.ResourceNavigator",1508326300703
started,bundle,it.eng.spagobi.meta.model,4.1.0,"it.eng.spagobi.meta.model",1508326303944
started,bundle,it.eng.spagobi.meta.generator,4.1.0,"it.eng.spagobi.meta.generator",1508326304799
activated,perspective,it.eng.spagobi.studio.core,,"it.eng.spagobi.studio.core.perspectives.SpagoBIPerspective",1508326421955
started,bundle,org.eclipse.osgi,3.6.2.R36x_v20110210,"org.eclipse.osgi",1508326421955
started,bundle,org.eclipse.equinox.simpleconfigurator,1.0.200.v20100503,"org.eclipse.equinox.simpleconfigurator",1508326421955
started,bundle,com.ibm.icu,4.2.1.v20100412,"com.ibm.icu",1508326421955
started,bundle,com.teradata.datatools.dtp.catalog,13.11.0.201105251120,"com.teradata.datatools.dtp.catalog",1508326421955
started,bundle,com.teradata.datatools.util,13.11.0.201105251120,"com.teradata.datatools.util",1508326421955
started,bundle,com.teradata.datatools.util.logging,13.0.0.201105251120,"com.teradata.datatools.util.logging",1508326421955
started,bundle,it.eng.spagobi.meta.editor,4.1.0,"it.eng.spagobi.meta.editor",1508326421955
started,bundle,it.eng.spagobi.studio.core,4.1.0,"it.eng.spagobi.studio.core",1508326421955
started,bundle,org.eclipse.birt.report.data.oda.jdbc.dbprofile.sampledb,4.2.1.v20120820,"org.eclipse.birt.report.data.oda.jdbc.dbprofile.sampledb",1508326421955
started,bundle,org.eclipse.core.contenttype,3.4.100.v20100505-1235,"org.eclipse.core.contenttype",1508326421955
started,bundle,org.eclipse.core.databinding.observable,1.3.0.I20100601-0800,"org.eclipse.core.databinding.observable",1508326421955
started,bundle,org.eclipse.core.expressions,3.4.200.v20100505,"org.eclipse.core.expressions",1508326421955
started,bundle,org.eclipse.core.filebuffers,3.5.100.v20100520-0800,"org.eclipse.core.filebuffers",1508326421955
started,bundle,org.eclipse.core.filesystem,1.3.1.R36x_v20100727-0745,"org.eclipse.core.filesystem",1508326421955
started,bundle,org.eclipse.core.jobs,3.5.1.R36x_v20100824,"org.eclipse.core.jobs",1508326421955
started,bundle,org.eclipse.core.net,1.2.100.I20100511-0800,"org.eclipse.core.net",1508326421955
started,bundle,org.eclipse.core.resources,3.6.1.R36x_v20110131-1630,"org.eclipse.core.resources",1508326421955
started,bundle,org.eclipse.core.runtime,3.6.0.v20100505,"org.eclipse.core.runtime",1508326421955
started,bundle,org.eclipse.core.runtime.compatibility,3.2.100.v20100505,"org.eclipse.core.runtime.compatibility",1508326421955
started,bundle,org.eclipse.core.runtime.compatibility.auth,3.2.200.v20100517,"org.eclipse.core.runtime.compatibility.auth",1508326421970
started,bundle,org.eclipse.datatools.connectivity,1.2.7.v201302060508,"org.eclipse.datatools.connectivity",1508326421970
started,bundle,org.eclipse.datatools.connectivity.apache.derby,1.0.103.v201212070447,"org.eclipse.datatools.connectivity.apache.derby",1508326421970
started,bundle,org.eclipse.datatools.connectivity.sqm.core,1.2.6.v201212070447,"org.eclipse.datatools.connectivity.sqm.core",1508326421970
started,bundle,org.eclipse.datatools.connectivity.sqm.core.ui,1.2.3.v201212070447,"org.eclipse.datatools.connectivity.sqm.core.ui",1508326421970
